scope,category_th,category_en,sub_category,resource,unit,ef_value,id,ref_source
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มไหมหัตถกรรม (Sericulture),หม่อนผลสด ปลูกแบบทั่วไป (Non-GAP),kg,0.4184,a3bfc70f-0bb8-4ff4-9022-d2f2fcfbb3f7,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าถักจากเส้นด้ายฝ้ายผสมโพลีเอสเตอร์ แบบ CVC,kg,5.3651,4edaf0e9-e1cb-46dd-b445-c3177f2a44ef,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าทอจากเส้นด้ายฝ้ายผสมโพลีเอสเตอร์ แบบ CVC,kg,7.1974,c822051d-1625-45f6-88f9-5b360df9531e,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,เส้นด้ายฝ้ายผสมโพลีเอสเตอร์ แบบ CVC,kg,10.163,83b07de2-8b75-48c0-8f1a-9b2e20cdd46e,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,เส้นด้ายฝ้ายผสมโพลีเอสเตอร์ แบบ CVC,kg,4.528,f9275be8-ae04-4905-b2a0-28740a6dc7a5,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าถักจากเส้นด้ายฝ้ายผสมโพลีเอสเตอร์ แบบ CVC; จากกระบวนการฟอกย้อมและตกแต่งสำเร็จ,kg,9.2033,34971ddd-26b6-4bf3-bba2-c4db48eb4829,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าทอจากเส้นด้ายฝ้ายผสมโพลีเอสเตอร์ แบบ CVC; จากกระบวนการฟอกย้อมและตกแต่งสำเร็จ,kg,11.7725,c628f5fb-e9ee-4aea-a1c7-c0e17ea2a383,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มน้ำประปาและน้ำอุตสาหกรรม (Tap water),น้ำปราศจากไอออน ที่ผลิตโดยเทคโนโลยี Ion Exchange,m3,2.0432,6c80285d-29b8-48ab-848e-702060799dfe,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มน้ำประปาและน้ำอุตสาหกรรม (Tap water),น้ำปราศจากไอออน ที่ผลิตโดยเทคโนโลยี Reverse Osmosis,m3,2.1555,462adaf3-8ff1-427e-aa6e-9eb4f6f7fe35,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าถักจากเส้นด้ายฝ้ายผสมโพลีเอสเตอร์ แบบ TC,kg,5.978,1ed06c2f-7958-42be-a367-979df0a9823b,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าทอจากเส้นด้ายฝ้ายผสมโพลีเอสเตอร์ แบบ TC,kg,9.0498,750a633d-a17b-43a2-ae79-4159fd6763f9,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,เส้นด้ายฝ้ายผสมโพลีเอสเตอร์ แบบ TC,kg,10.3192,715bbd45-8052-4b01-8fa2-8dd989ed11a8,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,เส้นด้ายฝ้ายผสมโพลีเอสเตอร์ แบบ TC,kg,5.5383,3ccf62df-735a-4734-9b7e-082955e31de2,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าถักจากเส้นด้ายฝ้ายผสมโพลีเอสเตอร์ แบบ TC; จากกระบวนการฟอกย้อมและตกแต่งสำเร็จ,kg,9.4445,43b58dae-98b9-4fd8-82f9-ecd20bfb7b59,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าทอจากเส้นด้ายฝ้ายผสมโพลีเอสเตอร์ แบบ TC; จากกระบวนการฟอกย้อมและตกแต่งสำเร็จ,kg,15.4007,e87c4bec-64b0-4f80-aae8-7595f0f0c8d1,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มอาหารสัตว์,หญ้ากินนีแห้งอินทรีย์ (ความชื้น 10%),kg,0.018,25bf8d5b-dd66-482b-8ef2-482009b0ca6d,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มอาหารสัตว์,มันสำปะหลัง (ปลูกแบบปลอดภัย; อินทรีย์),kg,0.053,4a7f1d06-0f5c-4b1b-9212-d6d792c21970,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,กระเทียม (อินทรีย์),kg,0.1376,6ee88ebb-172f-49eb-99b0-6fee36b9bad6,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,กะหล่ำปลี (อินทรีย์),kg,0.3306,3192b35b-47be-470f-96ff-bd511f10d9ac,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,กาแฟสารอราบิก้า (ค่าเฉลี่ย),kg,7.2511,f4b02a85-cba8-4021-af31-b4697cf143eb,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,กาแฟสารอราบิก้า (ปลูกร่วม),kg,7.7669,bd19b4f8-d65a-4bdd-8d5d-3ea7acab0887,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,กาแฟสารอราบิก้า (ปลูกเชิงเดี่ยว),kg,7.3396,e1f9e07d-c387-4c49-92bc-d9937e81dd36,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,กาแฟอาราบิกา (อินทรีย์),kg,0.9297,b39706d6-3107-4a11-9d7d-291f56ccd83d,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,ชาอูหลง (สด),kg,1.6167,484971ce-75d5-45b1-8222-c4e547ecf70c,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,ชาอูหลง (แห้ง),kg,12.574,1042d151-41ef-403a-8a63-f70c71e3af5e,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,ถั่วแขก (อินทรีย์),kg,0.1661,08661202-70f4-4d0d-8697-a2b721c99124,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มปศุสัตว์,ปลาดุก (เลี้ยงในบ่อดิน),kg,3.9594,fa9bea23-87ec-4989-bb15-0863be32678a,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มปศุสัตว์,ปลาทับทิม (เลี้ยงในบ่อดิน),kg,0.5194,c528f8e3-9620-4ffe-add4-880e2f2e490d,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มปศุสัตว์,ปลานิล (เลี้ยงในบ่อดิน),kg,0.3678,3386f30b-e177-47a9-8e59-1f951bb40527,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,ปาล์มน้ำมัน,ผลปาล์มทะลายสดภาคตะวันออก (สวนขนาดเล็ก),kg,0.0713,c958aba7-ab9f-4057-91e7-de630d4a8599,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,ปาล์มน้ำมัน,ผลปาล์มทะลายสดภาคตะวันออก (สวนขนาดใหญ่),kg,0.0848,4019238e-6fee-4146-9d4d-9ba1b56b07be,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,ปาล์มน้ำมัน,ผลปาล์มทะลายสดภาคใต้ตอนบน (สวนขนาดเล็ก),kg,0.061,ba2ad592-e74a-4c1a-a8df-2c643f13d7f5,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,ปาล์มน้ำมัน,ผลปาล์มทะลายสดภาคใต้ตอนบน (สวนขนาดใหญ่),kg,0.0626,e36ab4e0-6de7-4f17-bd39-62d1b657638d,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,ปาล์มน้ำมัน,ผลปาล์มทะลายสดภาคใต้ตอนล่างฝั่งตะวันตก (สวนขนาดเล็ก),kg,0.0729,2237a928-8ecc-4cb8-9cc0-49c7e75de009,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,ปาล์มน้ำมัน,ผลปาล์มทะลายสดภาคใต้ตอนล่างฝั่งตะวันตก (สวนขนาดใหญ่),kg,0.0841,b574b3eb-5b94-4b9e-8c99-a6d80a81ced7,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,ปาล์มน้ำมัน,ผลปาล์มทะลายสดภาคใต้ตอนล่างฝั่งตะวันออก (สวนขนาดเล็ก),kg,0.0808,459b3ce2-a718-481a-93f5-06dd14de1d48,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,ปาล์มน้ำมัน,ผลปาล์มทะลายสดภาคใต้ตอนล่างฝั่งตะวันออก (สวนขนาดใหญ่),kg,0.0738,bd59ff10-ecf1-4292-93b0-37fa2bcdba6a,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,ผักกาดหัว (อินทรีย์),kg,0.2673,1b212008-67ab-4601-969c-a16ab1280245,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,ผักกาดเขียวกวางตุ้ง (อินทรีย์),kg,0.2745,5562a786-31f5-433c-a89c-2f3e491fd30a,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าถักฝ้าย (เฉดสีกลาง),kg,18.05,9fcf9abb-3280-45a1-8ca0-b22fab87d17a,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าถักฝ้าย (เฉดสีอ่อน),kg,16.39,86b71e50-c4c5-4ec8-8813-36c351ff4b9b,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าถักฝ้าย (เฉดสีเข้ม),kg,21,55db25f2-618a-424d-94d4-c3c7fb996131,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าถักฝ้าย (เฉดสีเข้มมาก),kg,24.02,8fd64c7e-6a7f-4b05-8340-0c564a882559,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าถักโพลิเอสเทอร์ (เฉดสีกลาง),kg,11.21,04e71497-3897-414e-a554-4d2d1c7b8aba,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าถักโพลิเอสเทอร์ (เฉดสีอ่อน),kg,8.96,96ee8cbb-6893-4a1b-b6b2-8b855518e644,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าถักโพลิเอสเทอร์ (เฉดสีเข้ม),kg,15.22,ff549086-2688-4053-8ad9-8361b8bfa3b8,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าถักโพลิเอสเทอร์ (เฉดสีเข้มมาก),kg,19.33,2bc798fb-a29c-430c-96b3-6aeda73ffe2f,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าทอฝ้าย (เฉดสีกลาง),kg,24.23,8bd29a06-3275-4ffc-ab8b-2d69995b94eb,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าทอฝ้าย (เฉดสีอ่อน),kg,22.58,30c0b97c-ce8e-4853-8782-43b46fa89b43,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าทอฝ้าย (เฉดสีเข้ม),kg,27.18,a2b38c72-2152-424e-a3b1-6249c0b2889a,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าทอฝ้าย (เฉดสีเข้มมาก),kg,30.2,135c1044-b9ff-4ec0-91ae-049057c34db3,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าทอโพลิเอสเทอร์ (เฉดสีกลาง),kg,15.26,b6a8a5ba-f447-40f4-9d0d-08c56980be6e,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าทอโพลิเอสเทอร์ (เฉดสีอ่อน),kg,13.01,c7ff4219-5b8e-43cb-b761-37e73be74eb0,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าทอโพลิเอสเทอร์ (เฉดสีเข้ม),kg,19.27,35cc9642-5405-4af0-adea-e9e6c3f3cf0f,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าทอโพลิเอสเทอร์ (เฉดสีเข้มมาก),kg,23.37,e63dc03a-cd51-4a4f-ba99-913662b862fe,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มไหมหัตถกรรม (Sericulture),สีธรรมชาติ (สีคราม),kg,0.1831,c516b23f-7e90-461f-bdab-2220602623e0,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,หน่อไม้ฝรั่ง (อินทรีย์),kg,1.2759,cccbfe95-2c1a-476f-9569-765563c1609c,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,องุ่น (ปลูกแบบมีหลังคา),kg,0.2488,5af4b0b0-9adb-4d31-bad2-ea32656fdafa,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,องุ่น (ปลูกแบบไม่มีหลังคา),kg,0.3455,0dbb5db6-850d-4c2b-b9d5-8501374805f0,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,เส้นใยฝ้าย (เฉลี่ย) การนำเข้าการผลิตแบบดั้งเติม,kg,5.79,9c0881a2-51a2-42eb-a040-79f73430fe1a,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,ชาอูหลง (สด) (อินทรีย์),kg,2.4384,11186e4f-cccb-4f56-830f-6f8793d54219,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,ชาอูหลง (แห้ง) (อินทรีย์),kg,5.0743,b1db21fb-ea7d-4d7a-8fb7-7f4584c37a52,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มอาหารสัตว์,อาหารข้นโคนมอินทรีย์ (16-18% โปรตีน),kg,0.6715,739b76c3-c7c5-438d-be84-bbcc5c11f00e,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มอาหารสัตว์,อาหารข้นโคนมอินทรีย์ (16-18% โปรตีน) สำหรับการเลี้ยงเฉพาะช่วงให้น้ำนม (Lactation),kg,0.4148,34fd3a85-bb70-4392-9fd8-facdba4a5533,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มอาหารสัตว์,อาหารข้นโคนมอินทรีย์ (16-18% โปรตีน) สำหรับการเลี้ยงตลอดวัฎจักรชีวิต (Life cycle),kg,0.3056,8d2a130f-5765-4bd9-a529-e5793b3823dc,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มปศุสัตว์,หอยแครง (Ark shell),kg,0.0064,6c8338ef-9fdf-4d71-bb7a-c3d19245370a,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,เส้นใยอะคริลิคใยสั้น (ASF),kg,10.1,f285fd17-9a19-4a6e-afc6-6c18388b33ac,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มปศุสัตว์,หอยแมลงภู่ (Asian green mussel),kg,6.2945,3a58532e-5dc3-4d47-ab0c-6902e8177e9e,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มอุตสาหกรรมยางธรรมชาติ (Natural rubber),ยางก้อนถ้วย (DRC 55%),kg,0.0863,eb573d9e-c704-4da7-9401-9afa1acd94f8,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มอุตสาหกรรมยางธรรมชาติ (Natural rubber),น้ำยางข้น (DRC 60%),kg,0.2059,1b98a542-e0c9-4d62-a7f4-61b8cc57a74e,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,ปาล์มน้ำมัน,น้ำมันปาล์มโอเลอิน (Olein) ค่าเฉลี่ยประเทศไทย,kg,1.4124,f286eea9-f554-4e7b-aeb1-6d83dd10c8dc,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,ปาล์มน้ำมัน,กรดไขมันปาล์ม (PFAD) ค่าเฉลี่ยประเทศไทย,kg,1.4511,8ad3275e-3764-4381-b227-0a672c172b8c,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,เส้นใยโพลีเอสเตอร์ใยสั้น (PSF),kg,3.49,502254c8-50c5-4f65-8ae8-753dde6bac1c,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,ปาล์มน้ำมัน,น้ำมันปาล์มบริสุทธิ์ (RBDPO) ค่าเฉลี่ยประเทศไทย,kg,1.399,3a533450-ed43-46c4-aa6e-67e106cb481d,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มผลิตภัณฑ์ที่ได้จากสัตว์และกลุ่มผลิตภัณฑ์ทางการเกษตร,นมผึ้ง (Royal jelly),kg,1.4564,51a3298e-8927-4a71-bcf0-486b66e032e7,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,เส้นใยโพลีเอสเตอร์ใยยาว (SDY),kg,5.47,4f5b296d-2812-446c-87ab-4709eb170f24,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มปศุสัตว์,หอยหวาน (Spotted Babylon),kg,0.0249,c2e0e5ff-dad9-4945-80c4-b0e285f81774,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,ปาล์มน้ำมัน,ไขมันปาล์ม (Strearin) ค่าเฉลี่ยประเทศไทย,kg,1.5328,cac658c3-21c7-406b-8060-b43604f83f3a,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มไหมหัตถกรรม (Sericulture),ไหม 1 หรือไหมน้อย,kg,54.0409,ddc16481-dc31-454e-9702-dfbe7bf3a311,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มไหมหัตถกรรม (Sericulture),ไหม 3 หรือไหมลืบ,kg,54.2651,0a97664e-b0c0-43b1-a43a-20b18f1716fc,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,เส้นใยไนล่อน 6 ใยยาว (SDY),kg,5.65,497d8470-ecc7-4dd3-b007-a78e044315b0,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),ไม้ยางพาราประสานเกรด AB,kg,0.2309,32c1ab4f-87e8-4270-8d58-cc32dd03e829,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),ไม้ยางพาราอัดประสานเกรด AB,kg,0.3841,9108243e-bc93-46da-87fa-7a95140b0dd5,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),ไม้ยางพาราแปรรูปเกรด AB,kg,0.0829,b7458992-7923-43a8-a1c7-2fc6125bc591,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),ไม้ยางพาราประสานเกรด C,kg,0.2309,b806500a-759d-424f-abd9-c8d5c1ab9f8a,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),ไม้ยางพาราอัดประสานเกรด C,kg,0.3841,04eb127c-4eb9-4cc7-b8de-2901f0777af8,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),ไม้ยางพาราแปรรูปเกรด C,kg,0.0829,7bb02174-e89c-464d-ae69-6a57b935c3be,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าถัก CVC (70/30),kg,11.69,7d1cf10d-7e79-459f-8146-e1d8e1b829d8,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าทอ CVC (70/30),kg,17.17,8c556789-8f06-4d29-9aa5-be606c65f786,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,เส้นด้าย CVC (70/30),kg,11.01,4e610c12-5eb7-48eb-b453-21ca8112d56f,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าถัก CVC (70/30) (เฉดสีกลาง),kg,17.2,dacff14e-8bf3-4994-982c-edaf9aa8319b,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าถัก CVC (70/30) (เฉดสีอ่อน),kg,15.36,67f5bd0e-908b-4ef5-9a0e-d82efe59bde8,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าถัก CVC (70/30) (เฉดสีเข้ม),kg,20.46,62b6a3ad-0791-4107-ab9e-cf1ae6a59f4a,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าถัก CVC (70/30) (เฉดสีเข้มมาก),kg,23.81,505d775c-6d48-4cec-9710-d0b5e28ae543,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าทอ CVC (70/30) (เฉดสีกลาง),kg,23.09,a5f72d53-1338-4d0b-bdd7-09adc260b141,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าทอ CVC (70/30) (เฉดสีอ่อน),kg,21.25,eca54716-f318-413e-9fb6-cd931ad682de,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าทอ CVC (70/30) (เฉดสีเข้ม),kg,26.35,e01cb64f-7a85-4f6d-b7da-94c7c3a4f31d,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าทอ CVC (70/30) (เฉดสีเข้มมาก),kg,29.7,c03adb06-718f-42aa-91c1-62a827bccff3,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มอุตสาหกรรมยางธรรมชาติ (Natural rubber),ยางแท่ง STR 10/20,kg,0.2966,30d2c000-a4d9-45c1-8e46-2a53deed4f35,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,กลุ่มอุตสาหกรรมยางธรรมชาติ (Natural rubber),ยางแท่ง STR XL/5L/5CV,kg,0.2071,33c506e5-d58c-46b0-816d-50a266ad2514,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าถัก TC (65/35),kg,11.56,0d81852e-5a71-411c-9338-f9da8e818f5c,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าทอ TC (65/35),kg,15.91,a0e924ad-789d-4007-b9c6-2dcef2fae990,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,เส้นด้าย TC (65/35),kg,9.98,e1e176ba-534a-42da-8e2b-0046384b6716,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าถัก TC (65/35) (เฉดสีกลาง),kg,17.25,dc73d394-d065-4d03-90b8-30b30132fb40,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าถัก TC (65/35) (เฉดสีอ่อน),kg,15.21,20ffd62f-5cd4-4bd8-a1c9-19ac76dde4ec,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าถัก TC (65/35) (เฉดสีเข้ม),kg,20.89,1409a03e-0b53-4d34-98b1-956515a71e0f,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าถัก TC (65/35) (เฉดสีเข้มมาก),kg,24.61,cb9ff2f7-e769-498f-bf2d-bb853016164a,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าทอ TC (65/35) (เฉดสีกลาง),kg,21.82,b07bb00a-3736-4c35-9348-714d2e0ac86a,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าทอ TC (65/35) (เฉดสีอ่อน),kg,19.77,2030d907-da29-4713-aeda-e3365a20fce2,
3,Category 1 การซื้อวัตถุดิบ และบริการ,Category 1 Purchased goods and services,สิ่งทอ,ผ้าทอ TC (65/35) (เฉดสีเข้ม),kg,25.45,67197262-f70d-4dd0-a1a9-81fd2c30500a,
